"Player","#","Nation","Pos","Min","Gls","Ast","xG","xG-PK","xA","Sh","SoT","Fls","Fld","Crs","Tkl","Int","CrdY","CrdR","GA","Saves","Save%","Team","Time"
"Ross Barkley",8,"ENG","MF",90,0,0,0.3,0.3,0.3,5,2,2,1,2,0,1,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Jorginho",5,"ITA","MF",90,0,0,0.1,0.1,0.1,1,0,1,3,0,4,3,1,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Mateo Kova<U+010D>i<U+0107>",17,"CRO","MF",90,0,1,0.1,0.1,0.1,1,0,0,3,0,3,0,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Emerson Palmieri",33,"ITA","DF",90,0,0,0.1,0.1,0.2,2,1,0,0,6,5,1,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Kurt Zouma",15,"FRA","DF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Andreas Christensen",4,"DEN","DF",90,0,0,0.1,0.1,0,1,1,1,0,0,1,2,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"C¨¦sar Azpilicueta",28,"ESP","DF",90,0,1,0.1,0.1,0.1,2,0,0,0,3,2,0,0,0,NA,NA,NA,"Chelsea","Saturday August 24, 2019"
"Kepa Arrizabalaga",1,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60,"Chelsea","Saturday August 24, 2019"
"Callum Robinson",11,"IRL","FW",54,0,0,0,0,0,0,0,2,0,2,0,1,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Billy Sharp",10,"ENG","FW",36,0,0,0,0,0.3,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"David McGoldrick",17,"IRL","FW",54,0,0,0,0,0,0,0,0,2,1,2,0,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Oliver McBurnie",9,"SCO","FW",36,1,0,0.2,0.2,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Enda Stevens",3,"IRL","DF",90,0,0,0,0,0,0,0,1,0,4,3,0,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Luke Freeman",8,"ENG","FW,MF",90,0,0,0,0,0,0,0,1,1,5,2,1,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Oliver Norwood",16,"NIR","MF",90,0,0,0.1,0.1,0.1,1,0,3,0,8,1,3,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"John Lundstram",7,"ENG","MF",90,0,0,0.3,0.3,0,2,1,2,0,2,0,1,1,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"George Baldock",2,"ENG","DF,MF",90,0,1,0.1,0.1,0.2,2,1,0,2,8,2,0,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Jack O'Connell",5,"ENG","DF",90,0,0,0.1,0.1,0.1,1,0,0,0,1,0,1,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"John Egan",12,"IRL","DF",90,0,0,0,0,0,0,0,0,0,0,1,3,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Chris Basham",6,"ENG","DF,MF",78,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Ravel Morrison",14,"ENG","MF",12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,"Sheffield United","Saturday August 24, 2019"
"Dean Henderson",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Sheffield United","Saturday August 24, 2019"
"Jamie Vardy",9,"ENG","FW",90,1,0,0.5,0.5,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Ayoze P¨¦rez",17,"ESP","FW",78,0,0,0.1,0.1,0.1,0,0,0,1,1,0,1,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Wes Morgan",5,"JAM","DF",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"James Maddison",10,"ENG","MF",90,0,1,0.2,0.2,0.4,4,0,0,5,6,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Dennis Praet",26,"BEL","MF",64,0,0,0,0,0.1,1,0,1,1,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Harvey Barnes",15,"ENG","MF",26,1,0,0,0,0,1,1,0,0,1,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Youri Tielemans",8,"BEL","MF",89,0,0,0,0,0.1,1,0,1,2,2,0,2,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Nampalys Mendy",24,"FRA","MF",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Hamza Choudhury",20,"ENG","MF",90,0,0,0,0,0,0,0,1,1,0,0,6,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Christian Fuchs",28,"AUT","DF,MF",90,0,0,0,0,0,1,0,1,0,3,1,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"<U+00C7>a<U+011F>lar S<U+00F6>y¨¹nc¨¹",4,"TUR","DF",90,0,1,0,0,0,0,0,1,0,0,2,2,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Jonny Evans",6,"NIR","DF",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Ricardo Pereira",21,"POR","DF,FW,MF",90,0,0,0,0,0,0,0,0,0,1,3,0,0,0,NA,NA,NA,"Leicester City","Saturday August 24, 2019"
"Kasper Schmeichel",1,"DEN","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,66.7,"Leicester City","Saturday August 24, 2019"
"Florin Andone",10,"ROU","FW",29,0,0,0,0,0,0,0,2,2,0,0,0,0,1,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Leandro Trossard",11,"BEL","FW",90,0,0,0.1,0.1,0.6,1,0,1,0,6,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Neal Maupay",7,"FRA","FW,MF",74,0,0,0.4,0.4,0.1,4,1,0,1,0,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Glenn Murray",17,"ENG","FW",16,0,0,0,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Solly March",20,"ENG","MF",68,0,0,0.1,0.1,0,2,1,0,0,5,2,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"J¨¹rgen Locadia",9,"NED","FW",22,0,0,0.3,0.3,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Davy Pr<U+00F6>pper",24,"NED","MF",90,0,0,0.1,0.1,0,2,1,1,1,1,2,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Dale Stephens",6,"ENG","MF",78,0,0,0,0,0,0,0,0,0,1,2,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Pascal Gro<U+00DF>",13,"GER","MF",12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Mart¨ªn Montoya",22,"ESP","DF",90,0,0,0,0,0,1,0,1,2,1,1,3,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Dan Burn",33,"ENG","DF",90,0,0,0,0,0,0,0,1,1,2,0,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Lewis Dunk",5,"ENG","DF",90,0,0,0,0,0,0,0,1,1,0,1,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Shane Duffy",4,"IRL","DF,MF",90,0,0,0,0,0,0,0,1,1,0,1,4,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 24, 2019"
"Mathew Ryan",1,"AUS","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,"Brighton & Hove Albion","Saturday August 24, 2019"
"Danny Ings",9,"ENG","FW",84,0,1,0,0,0.1,1,0,1,0,1,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Stuart Armstrong",17,"SCO","MF",6,0,0,0.3,0.3,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Che Adams",10,"ENG","FW",80,0,0,0.3,0.3,0.1,2,0,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Sofiane Boufal",19,"MAR","MF",10,0,1,0,0,0.9,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Nathan Redmond",22,"ENG","MF",90,1,0,1.1,1.1,0.3,3,2,0,1,0,2,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"James Ward-Prowse",16,"ENG","MF",90,0,0,0.1,0.1,0.2,2,0,2,1,6,2,0,1,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Pierre H<U+00F8>jbjerg",23,"DEN","MF",90,0,0,0,0,0,0,0,4,0,0,1,1,1,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Oriol Romeu",14,"ESP","MF",90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Kevin Danso",38,"AUT","MF",90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Jannik Vestergaard",4,"DEN","DF",90,0,0,0,0,0,1,0,0,0,0,2,2,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Jan Bednarek",35,"POL","DF",90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Yann Valery",43,"FRA","DF",53,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Moussa Djenepo",12,"MLI","MF",37,1,0,0.1,0.1,0,2,1,1,1,0,2,0,1,0,NA,NA,NA,"Southampton","Saturday August 24, 2019"
"Angus Gunn",28,"ENG","GK",90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,100,"Southampton","Saturday August 24, 2019"
"Andre Gray",18,"ENG","FW",90,1,0,0.5,0.5,0.9,5,1,0,0,0,0,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Gerard Deulofeu",7,"ESP","FW,MF",74,0,0,0.6,0.6,0.1,7,1,1,0,5,0,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Danny Welbeck",10,"ENG","FW,MF",16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Tom Cleverley",8,"ENG","MF",86,0,0,0.5,0.5,0.1,3,0,0,1,3,1,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Domingos Quina",20,"POR","MF",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Will Hughes",19,"ENG","MF",74,0,1,0.8,0.8,0.4,2,0,1,1,1,2,1,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Ismaila Sarr",23,"SEN","MF",16,0,0,0,0,0,1,0,0,1,1,0,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Abdoulaye Doucour¨¦",16,"FRA","MF",90,0,0,0.2,0.2,0.2,3,1,1,1,0,1,3,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"¨¦tienne Capoue",29,"FRA","MF",90,0,0,0,0,0,1,0,1,3,0,1,4,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Jos¨¦ Holebas",25,"GRE","DF,MF",90,0,0,0,0,0.2,0,0,1,1,13,3,0,1,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Craig Cathcart",15,"NIR","DF",90,0,0,0,0,0,0,0,1,0,0,2,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Craig Dawson",4,"ENG","DF",90,0,0,0,0,0,1,0,4,0,0,1,1,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Kiko Femen¨ªa",21,"ESP","FW,MF",90,0,0,0,0,0.5,0,0,1,0,3,1,0,0,0,NA,NA,NA,"Watford","Saturday August 24, 2019"
"Ben Foster",26,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,70,"Watford","Saturday August 24, 2019"
"S¨¦bastien Haller",22,"FRA","FW",90,2,0,1.8,1.8,0,4,3,4,3,0,1,1,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Felipe Anderson",8,"BRA","FW,MF",78,0,1,0.4,0.4,1.1,4,1,1,2,2,0,0,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Pablo Fornals",18,"ESP","MF",12,0,0,0.1,0.1,0,1,1,0,0,0,1,1,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Manuel Lanzini",10,"ARG","MF",88,0,0,0.2,0.2,0.3,1,0,0,1,8,0,0,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Carlos S¨¢nchez",15,"COL","MF",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Andriy Yarmolenko",7,"UKR","FW,MF",55,0,0,0,0,0.4,1,1,2,1,0,2,1,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Michail Antonio",30,"ENG","FW,MF",35,0,0,0.3,0.3,0.1,2,2,0,2,1,0,1,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Mark Noble",16,"ENG","MF",90,1,0,0.8,0,0,1,1,0,1,1,1,2,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Declan Rice",41,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Arthur Masuaku",26,"COD","DF",90,0,0,0,0,0.1,1,0,0,1,0,2,2,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Angelo Ogbonna",21,"ITA","DF",90,0,0,0,0,0,1,1,1,1,0,0,1,1,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Issa Diop",23,"FRA","DF",90,0,0,0,0,0,0,0,2,0,0,2,0,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"Ryan Fredericks",24,"ENG","DF",90,0,0,0,0,0,0,0,1,0,2,0,0,0,0,NA,NA,NA,"West Ham United","Saturday August 24, 2019"
"<U+0141>ukasz Fabia¨½ski",1,"POL","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,66.7,"West Ham United","Saturday August 24, 2019"
"Anthony Martial",9,"FRA","FW",90,0,1,0.2,0.2,0.1,3,0,1,4,0,0,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Marcus Rashford",10,"ENG","FW",90,0,0,0.9,0.1,0.1,4,1,0,2,4,0,1,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Jesse Lingard",14,"ENG","FW,MF",56,0,0,0,0,0,0,0,1,3,3,1,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Mason Greenwood",26,"ENG","MF",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Daniel James",21,"WAL","MF",90,1,0,0.6,0.6,0,4,1,1,3,5,0,1,1,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Scott McTominay",39,"SCO","MF",85,0,0,0.2,0.2,0.1,3,0,1,3,0,0,2,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Juan Mata",8,"ESP","FW,MF",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Paul Pogba",6,"FRA","MF",90,0,0,0.3,0.3,0,4,0,2,0,0,2,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Luke Shaw",23,"ENG","DF,MF",34,0,0,0,0,0.1,1,0,0,0,2,0,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Ashley Young",18,"ENG","DF,FW,MF",56,0,0,0.1,0.1,0.4,2,0,1,2,8,0,0,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Harry Maguire",5,"ENG","DF",90,0,0,0,0,0,1,1,0,0,2,0,2,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Victor Lindel<U+00F6>f",2,"SWE","DF",90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"Aaron Wan-Bissaka",29,"ENG","DF",90,0,0,0,0,0.1,0,0,1,0,3,0,0,1,0,NA,NA,NA,"Manchester United","Saturday August 24, 2019"
"David de Gea",1,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33.3,"Manchester United","Saturday August 24, 2019"
"Jordan Ayew",9,"GHA","FW",75,1,0,0.4,0.4,0,1,1,2,0,0,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Christian Benteke",17,"BEL","FW",15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Jeffrey Schlupp",15,"GHA","DF,FW,MF",80,0,1,0,0,0.4,0,0,0,1,2,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Andros Townsend",10,"ENG","FW,MF",10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Luka Milivojevi<U+0107>",4,"SRB","MF",90,0,0,0,0,0.1,0,0,3,2,2,1,4,1,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"James McArthur",18,"SCO","MF",90,0,0,0,0,0,0,0,2,1,0,0,6,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Cheikhou Kouyat¨¦",8,"SEN","DF,MF",83,0,0,0,0,0,0,0,1,1,0,3,1,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"James McCarthy",22,"IRL","MF",7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Wilfried Zaha",11,"CIV","FW,MF",90,0,0,0.4,0.4,0,2,1,3,1,2,1,2,1,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Patrick van Aanholt",3,"NED","DF",90,1,0,0.1,0.1,0,1,1,1,0,0,0,1,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Gary Cahill",24,"ENG","DF",90,0,0,0,0,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Martin Kelly",34,"ENG","DF,MF",90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Joel Ward",2,"ENG","DF,MF",90,0,0,0,0,0,0,0,3,1,0,2,2,0,0,NA,NA,NA,"Crystal Palace","Saturday August 24, 2019"
"Vicente Guaita",31,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,66.7,"Crystal Palace","Saturday August 24, 2019"
"Sadio Man¨¦",10,"SEN","FW,MF",77,0,0,0.3,0.3,0.3,3,1,1,2,0,4,1,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Alex Oxlade-Chamberlain",15,"ENG","MF",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Roberto Firmino",9,"BRA","FW,MF",86,0,0,0.4,0.4,0,6,1,0,0,0,1,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Adam Lallana",20,"ENG","FW,MF",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Mohamed Salah",11,"EGY","FW,MF",90,2,0,1.2,0.4,0.1,5,2,0,1,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Georginio Wijnaldum",5,"NED","MF",69,0,0,0.1,0.1,0,2,0,0,0,0,1,2,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"James Milner",7,"ENG","MF",21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Fabinho",3,"BRA","DF",90,0,1,0,0,0.2,0,0,1,1,1,2,0,1,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Jordan Henderson",14,"ENG","MF",90,0,0,0.1,0.1,0,1,0,2,0,3,3,1,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Andrew Robertson",26,"SCO","DF",90,0,0,0.1,0.1,0.3,3,0,3,0,10,1,1,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Virgil van Dijk",4,"NED","DF",90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Jo<U+00EB>l Matip",32,"CMR","DF,MF",90,1,0,0.1,0.1,0,1,1,0,0,0,3,3,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Trent Alexander-Arnold",66,"ENG","DF,MF",90,0,1,0.1,0.1,0.4,3,0,0,0,13,1,0,0,0,NA,NA,NA,"Liverpool","Saturday August 24, 2019"
"Adri¨¢n",13,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,66.7,"Liverpool","Saturday August 24, 2019"
"Pierre-Emerick Aubameyang",14,"GAB","FW,MF",90,0,0,0.3,0.3,0.1,2,0,0,1,2,2,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Nicolas P¨¦p¨¦",19,"CIV","FW",90,0,0,0.5,0.5,0.2,4,2,1,0,4,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Dani Ceballos",8,"ESP","MF",61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Lucas Torreira",11,"URU","MF",29,1,0,0.1,0.1,0.1,1,1,0,1,2,0,1,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Joe Willock",28,"ENG","MF",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Alexandre Lacazette",9,"FRA","FW",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Granit Xhaka",34,"SUI","MF",90,0,0,0,0,0,0,0,2,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Matt¨¦o Guendouzi",29,"FRA","MF",86,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Henrikh Mkhitaryan",7,"ARM","FW,MF",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Nacho Monreal",18,"ESP","DF",90,0,0,0.1,0.1,0,1,0,0,1,1,0,2,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"David Luiz",23,"BRA","DF,MF",90,0,0,0,0,0,1,0,1,0,0,0,1,1,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Sokratis Papastathopoulos",5,"GRE","DF",90,0,0,0,0,0,0,0,0,0,0,1,2,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Ainsley Maitland-Niles",15,"ENG","FW,MF",90,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA,NA,NA,"Arsenal","Saturday August 24, 2019"
"Bernd Leno",1,"GER","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,"Arsenal","Saturday August 24, 2019"
"Callum Wilson",13,"ENG","FW",69,0,0,0.4,0.4,0.1,1,1,1,2,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Dominic Solanke",9,"ENG","FW",21,0,0,0.4,0.4,0,3,2,0,1,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Ryan Fraser",24,"SCO","MF",90,0,0,0,0,0,0,0,0,2,6,0,1,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Philip Billing",29,"DEN","MF",90,0,0,0,0,0,0,0,2,0,1,2,3,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Jefferson Lerma",8,"COL","MF",90,0,0,0,0,0,0,0,2,1,0,0,3,1,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Joshua King",7,"NOR","FW",90,0,0,0,0,0.1,1,1,1,1,1,2,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Charlie Daniels",11,"ENG","DF",37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Harry Wilson",22,"WAL","MF",53,1,0,0.2,0.2,0.4,2,1,0,2,3,1,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Nathan Ak¨¦",5,"NED","DF,MF",90,0,0,0.1,0.1,0,2,1,0,2,0,0,6,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Steve Cook",3,"ENG","DF,MF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Chris Mepham",33,"WAL","",90,0,0,0,0,0,0,0,1,0,1,2,1,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Adam Smith",15,"ENG","DF",68,0,0,0.5,0.5,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Jordon Ibe",10,"ENG","FW,MF",22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday August 25, 2019"
"Aaron Ramsdale",12,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,"Bournemouth","Sunday August 25, 2019"
"Raheem Sterling",7,"ENG","FW,MF",90,1,0,0.5,0.5,0.1,2,1,1,0,0,2,0,0,0,NA,NA,NA,"Manchester City","Sunday August 25, 2019"
"Sergio Ag¨¹ero",10,"ARG","FW",90,2,0,0.7,0.7,0.2,4,2,0,0,0,1,0,0,0,NA,NA,NA,"Manchester City","Sunday August 25, 2019"
"Bernardo Silva",20,"POR","FW,MF",79,0,0,0.2,0.2,0.3,4,0,0,0,3,1,0,0,0,NA,NA,NA,"Manchester City","Sunday August 25, 2019"
"Riyad Mahrez",26,"ALG","FW,MF",11,0,0,0,0,0.1,0,0,1,0,0,1,1,0,0,NA,NA,NA,"Manchester City","Sunday August 25, 2019"
"David Silva",21,"ESP","MF",90,0,2,0.3,0.3,0.5,2,2,0,1,0,1,1,0,0,NA,NA,NA,"Manchester City","Sunday August 25, 2019"
